0 qid:1 '1:2', '2:0', '3:0', '4:0', '5:0', '6:0'
0 qid:1287 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:1287 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:1287 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:1287 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:1'
0 qid:1287 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:1287 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:1287 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:1287 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:1287 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:1287 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:1287 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:1287 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:1287 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:1287 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:1287 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:1'
0 qid:1288 '1:3', '2:3', '3:0', '4:0', '5:0', '6:0'
0 qid:1288 '1:3', '2:3', '3:0', '4:0', '5:0', '6:0'
0 qid:1288 '1:3', '2:3', '3:0', '4:0', '5:0', '6:0'
0 qid:1288 '1:3', '2:4', '3:1', '4:1', '5:0', '6:0'
0 qid:1288 '1:3', '2:4', '3:1', '4:1', '5:0', '6:0'
0 qid:1288 '1:3', '2:4', '3:1', '4:1', '5:0', '6:1'
1 qid:1288 '1:3', '2:4', '3:1', '4:1', '5:1', '6:0'
0 qid:1288 '1:3', '2:4', '3:1', '4:1', '5:0', '6:0'
0 qid:1288 '1:3', '2:3', '3:0', '4:0', '5:0', '6:1'
0 qid:1288 '1:3', '2:4', '3:1', '4:1', '5:0', '6:0'
0 qid:1288 '1:3', '2:3', '3:0', '4:0', '5:0', '6:0'
0 qid:1288 '1:3', '2:3', '3:0', '4:0', '5:0', '6:1'
0 qid:1288 '1:3', '2:3', '3:0', '4:0', '5:0', '6:0'
0 qid:1288 '1:3', '2:3', '3:0', '4:0', '5:0', '6:0'
0 qid:1288 '1:3', '2:4', '3:1', '4:1', '5:0', '6:0'
0 qid:1288 '1:3', '2:3', '3:0', '4:0', '5:0', '6:1'
0 qid:1288 '1:3', '2:3', '3:0', '4:0', '5:0', '6:1'
0 qid:1288 '1:3', '2:3', '3:0', '4:0', '5:0', '6:0'
0 qid:1288 '1:3', '2:3', '3:0', '4:0', '5:0', '6:1'
0 qid:1288 '1:3', '2:3', '3:0', '4:0', '5:0', '6:0'
0 qid:1288 '1:3', '2:4', '3:1', '4:1', '5:0', '6:0'
0 qid:1289 '1:2', '2:0', '3:0', '4:0', '5:0', '6:0'
0 qid:1290 '1:2', '2:0', '3:0', '4:0', '5:0', '6:1'
0 qid:1290 '1:2', '2:0', '3:0', '4:0', '5:0', '6:0'
0 qid:1291 '1:2', '2:0', '3:0', '4:0', '5:0', '6:0'
0 qid:1292 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:1292 '1:1', '2:1', '3:0', '4:0', '5:0', '6:1'
0 qid:1292 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:1292 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:1292 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:1292 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:1292 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:1292 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:1292 '1:1', '2:1', '3:0', '4:0', '5:0', '6:1'
0 qid:1292 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:1292 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:1292 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:1292 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:1292 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:1292 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:1292 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:1293 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:1293 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:1293 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:1293 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:1293 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:1293 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:1293 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:1293 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:1293 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:1293 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:1293 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:1293 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:1293 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:1293 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:1293 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:1293 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:1293 '1:1', '2:1', '3:0', '4:0', '5:0', '6:1'
0 qid:1293 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:1293 '1:1', '2:1', '3:0', '4:0', '5:0', '6:1'
0 qid:1293 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:1293 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:1293 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:1293 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
1 qid:1294 '1:2', '2:1', '3:1', '4:1', '5:0', '6:1'
0 qid:1294 '1:2', '2:0', '3:0', '4:0', '5:0', '6:0'
0 qid:1295 '1:4', '2:5', '3:1', '4:1', '5:0', '6:1'
0 qid:1295 '1:4', '2:3', '3:0', '4:0', '5:0', '6:0'
0 qid:1295 '1:4', '2:4', '3:0', '4:0', '5:0', '6:0'
0 qid:1295 '1:4', '2:4', '3:0', '4:0', '5:0', '6:0'
0 qid:1295 '1:4', '2:3', '3:0', '4:0', '5:0', '6:0'
0 qid:1295 '1:4', '2:4', '3:0', '4:0', '5:0', '6:0'
0 qid:1295 '1:4', '2:4', '3:0', '4:0', '5:0', '6:0'
0 qid:1295 '1:4', '2:4', '3:0', '4:0', '5:0', '6:0'
0 qid:1295 '1:4', '2:4', '3:0', '4:0', '5:0', '6:0'
0 qid:1295 '1:4', '2:4', '3:0', '4:0', '5:0', '6:0'
1 qid:1295 '1:4', '2:5', '3:1', '4:1', '5:1', '6:1'
0 qid:1295 '1:4', '2:4', '3:0', '4:0', '5:0', '6:0'
0 qid:1296 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:1296 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:1296 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:1296 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:1296 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:1296 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:1296 '1:1', '2:1', '3:0', '4:0', '5:0', '6:1'
0 qid:1296 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:1296 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:1296 '1:1', '2:1', '3:0', '4:0', '5:0', '6:1'
0 qid:1296 '1:1', '2:1', '3:0', '4:0', '5:0', '6:1'
0 qid:1296 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:1296 '1:1', '2:1', '3:0', '4:0', '5:0', '6:1'
0 qid:1296 '1:1', '2:1', '3:0', '4:0', '5:0', '6:1'
0 qid:1296 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:1297 '1:2', '2:0', '3:0', '4:0', '5:0', '6:0'
0 qid:1297 '1:2', '2:0', '3:0', '4:0', '5:0', '6:0'
1 qid:1297 '1:2', '2:1', '3:1', '4:1', '5:0', '6:0'
0 qid:1298 '1:2', '2:0', '3:0', '4:0', '5:0', '6:0'
0 qid:1299 '1:5', '2:3', '3:0', '4:0', '5:0', '6:0'
0 qid:1299 '1:5', '2:3', '3:0', '4:0', '5:0', '6:0'
0 qid:1299 '1:5', '2:3', '3:0', '4:0', '5:0', '6:0'
0 qid:1299 '1:5', '2:3', '3:0', '4:0', '5:0', '6:0'
0 qid:1299 '1:5', '2:3', '3:0', '4:0', '5:0', '6:0'
0 qid:1299 '1:5', '2:3', '3:0', '4:0', '5:0', '6:1'
0 qid:1299 '1:5', '2:3', '3:0', '4:0', '5:0', '6:0'
0 qid:1299 '1:5', '2:3', '3:0', '4:0', '5:0', '6:0'
0 qid:1299 '1:5', '2:3', '3:0', '4:0', '5:0', '6:0'
0 qid:1299 '1:5', '2:3', '3:0', '4:0', '5:0', '6:0'
0 qid:1300 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:1300 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:1300 '1:6', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:1300 '1:6', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:1300 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:1300 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:1300 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:1300 '1:6', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:1300 '1:6', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:1300 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:1'
0 qid:1300 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:1'
0 qid:1300 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:1'
0 qid:1300 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:1300 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:1300 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:1300 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:1300 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:1301 '1:2', '2:0', '3:0', '4:0', '5:0', '6:0'
0 qid:1301 '1:2', '2:0', '3:0', '4:0', '5:0', '6:0'
0 qid:1301 '1:2', '2:0', '3:0', '4:0', '5:0', '6:0'
0 qid:1302 '1:2', '2:0', '3:0', '4:0', '5:0', '6:0'
0 qid:1303 '1:1', '2:1', '3:0', '4:0', '5:0', '6:1'
0 qid:1303 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:1303 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:1303 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:1303 '1:1', '2:1', '3:0', '4:0', '5:0', '6:1'
0 qid:1303 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:1303 '1:1', '2:1', '3:0', '4:0', '5:0', '6:1'
0 qid:1303 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:1304 '1:6', '2:1', '3:0', '4:0', '5:0', '6:1'
0 qid:1304 '1:6', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:1304 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:1304 '1:6', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:1304 '1:6', '2:1', '3:0', '4:0', '5:0', '6:1'
0 qid:1304 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:1304 '1:6', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:1304 '1:6', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:1304 '1:6', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:1304 '1:6', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:1304 '1:6', '2:1', '3:0', '4:0', '5:0', '6:1'
0 qid:1304 '1:6', '2:1', '3:0', '4:0', '5:0', '6:1'
0 qid:1304 '1:6', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:1304 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:1304 '1:6', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:1304 '1:6', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:1304 '1:6', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:1305 '1:3', '2:3', '3:0', '4:0', '5:0', '6:0'
0 qid:1305 '1:3', '2:4', '3:1', '4:1', '5:0', '6:0'
0 qid:1305 '1:3', '2:4', '3:1', '4:1', '5:0', '6:1'
0 qid:1305 '1:3', '2:4', '3:1', '4:1', '5:0', '6:0'
0 qid:1305 '1:3', '2:4', '3:1', '4:1', '5:0', '6:0'
0 qid:1305 '1:3', '2:4', '3:1', '4:1', '5:0', '6:0'
0 qid:1305 '1:3', '2:4', '3:1', '4:1', '5:0', '6:0'
0 qid:1305 '1:3', '2:4', '3:1', '4:1', '5:0', '6:0'
0 qid:1305 '1:3', '2:4', '3:1', '4:1', '5:0', '6:0'
1 qid:1305 '1:3', '2:4', '3:1', '4:1', '5:1', '6:0'
0 qid:1305 '1:3', '2:4', '3:1', '4:1', '5:0', '6:0'
0 qid:1305 '1:3', '2:4', '3:1', '4:1', '5:0', '6:0'
0 qid:1305 '1:3', '2:4', '3:1', '4:1', '5:0', '6:0'
0 qid:1305 '1:3', '2:3', '3:0', '4:0', '5:0', '6:0'
0 qid:1305 '1:3', '2:4', '3:1', '4:1', '5:0', '6:0'
0 qid:1305 '1:3', '2:4', '3:1', '4:1', '5:0', '6:0'
0 qid:1305 '1:3', '2:4', '3:1', '4:1', '5:0', '6:0'
0 qid:1305 '1:3', '2:3', '3:0', '4:0', '5:0', '6:0'
0 qid:1305 '1:3', '2:4', '3:1', '4:1', '5:0', '6:0'
0 qid:1305 '1:3', '2:3', '3:0', '4:0', '5:0', '6:0'
0 qid:1305 '1:3', '2:4', '3:1', '4:1', '5:0', '6:1'
0 qid:1306 '1:2', '2:0', '3:0', '4:0', '5:0', '6:0'
0 qid:1307 '1:3', '2:4', '3:1', '4:1', '5:0', '6:1'
0 qid:1307 '1:3', '2:4', '3:1', '4:1', '5:0', '6:0'
0 qid:1307 '1:3', '2:4', '3:1', '4:1', '5:0', '6:1'
0 qid:1307 '1:3', '2:1', '3:0', '4:0', '5:0', '6:0'
1 qid:1307 '1:3', '2:4', '3:1', '4:1', '5:1', '6:0'
0 qid:1307 '1:3', '2:4', '3:1', '4:1', '5:0', '6:0'
0 qid:1307 '1:3', '2:4', '3:1', '4:1', '5:0', '6:1'
0 qid:1307 '1:3', '2:4', '3:1', '4:1', '5:0', '6:1'
0 qid:1307 '1:3', '2:3', '3:0', '4:0', '5:0', '6:0'
0 qid:1307 '1:3', '2:4', '3:1', '4:1', '5:0', '6:0'
0 qid:1307 '1:3', '2:4', '3:1', '4:1', '5:0', '6:1'
0 qid:1307 '1:3', '2:4', '3:1', '4:1', '5:0', '6:0'
0 qid:1307 '1:3', '2:3', '3:0', '4:0', '5:0', '6:0'
0 qid:1307 '1:3', '2:3', '3:0', '4:0', '5:0', '6:0'
0 qid:1307 '1:3', '2:4', '3:1', '4:1', '5:0', '6:0'
0 qid:1307 '1:3', '2:3', '3:0', '4:0', '5:0', '6:0'
0 qid:1307 '1:3', '2:4', '3:1', '4:1', '5:0', '6:0'
0 qid:1308 '1:6', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:1308 '1:6', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:1308 '1:6', '2:1', '3:0', '4:0', '5:0', '6:1'
0 qid:1308 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:1'
0 qid:1308 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:1308 '1:6', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:1308 '1:6', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:1308 '1:6', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:1308 '1:6', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:1308 '1:6', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:1308 '1:6', '2:1', '3:0', '4:0', '5:0', '6:1'
0 qid:1308 '1:6', '2:1', '3:0', '4:0', '5:0', '6:1'
0 qid:1308 '1:6', '2:1', '3:0', '4:0', '5:0', '6:1'
0 qid:1308 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:1308 '1:6', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:1308 '1:6', '2:1', '3:0', '4:0', '5:0', '6:1'
0 qid:1308 '1:6', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:1308 '1:6', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:1308 '1:6', '2:1', '3:0', '4:0', '5:0', '6:1'
0 qid:1308 '1:6', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:1309 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:1309 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:1309 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:1309 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:1309 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:1309 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:1309 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:1309 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:1309 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:1309 '1:1', '2:1', '3:0', '4:0', '5:0', '6:1'
0 qid:1309 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:1309 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:1309 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:1309 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:1309 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:1309 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:1309 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
1 qid:1310 '1:2', '2:1', '3:1', '4:1', '5:0', '6:0'
0 qid:1311 '1:2', '2:0', '3:0', '4:0', '5:0', '6:0'
0 qid:1312 '1:2', '2:0', '3:0', '4:0', '5:0', '6:0'
0 qid:1312 '1:2', '2:0', '3:0', '4:0', '5:0', '6:0'
1 qid:1312 '1:2', '2:1', '3:1', '4:1', '5:0', '6:0'
0 qid:1312 '1:2', '2:0', '3:0', '4:0', '5:0', '6:0'
0 qid:1312 '1:2', '2:0', '3:0', '4:0', '5:0', '6:1'
0 qid:1312 '1:2', '2:0', '3:0', '4:0', '5:0', '6:0'
0 qid:1312 '1:2', '2:0', '3:0', '4:0', '5:0', '6:0'
0 qid:1313 '1:1', '2:1', '3:0', '4:0', '5:0', '6:1'
0 qid:1313 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:1313 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:1313 '1:1', '2:1', '3:0', '4:0', '5:0', '6:1'
0 qid:1313 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:1'
0 qid:1313 '1:1', '2:1', '3:0', '4:0', '5:0', '6:1'
0 qid:1313 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:1'
0 qid:1313 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:1313 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:1313 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:1313 '1:1', '2:1', '3:0', '4:0', '5:0', '6:1'
0 qid:1313 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:1313 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:1313 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:1313 '1:1', '2:1', '3:0', '4:0', '5:0', '6:1'
0 qid:1313 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:1314 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:1314 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:1314 '1:6', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:1314 '1:6', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:1314 '1:6', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:1314 '1:6', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:1314 '1:6', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:1314 '1:6', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:1314 '1:6', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:1314 '1:6', '2:1', '3:0', '4:0', '5:0', '6:0'
1 qid:1314 '1:6', '2:4', '3:1', '4:1', '5:1', '6:1'
0 qid:1314 '1:6', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:1314 '1:6', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:1314 '1:6', '2:4', '3:1', '4:1', '5:0', '6:1'
0 qid:1314 '1:6', '2:1', '3:0', '4:0', '5:0', '6:1'
0 qid:1314 '1:6', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:1315 '1:2', '2:0', '3:0', '4:0', '5:0', '6:1'
1 qid:1315 '1:2', '2:1', '3:1', '4:1', '5:0', '6:0'
0 qid:1315 '1:2', '2:0', '3:0', '4:0', '5:0', '6:1'
0 qid:1315 '1:2', '2:0', '3:0', '4:0', '5:0', '6:0'
0 qid:1315 '1:2', '2:0', '3:0', '4:0', '5:0', '6:0'
0 qid:1316 '1:2', '2:0', '3:0', '4:0', '5:0', '6:0'
0 qid:1317 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:1317 '1:1', '2:1', '3:0', '4:0', '5:0', '6:1'
0 qid:1317 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:1317 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:1317 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:1317 '1:1', '2:1', '3:0', '4:0', '5:0', '6:1'
0 qid:1317 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:1317 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:1317 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:1317 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:1317 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:1317 '1:1', '2:1', '3:0', '4:0', '5:0', '6:1'
0 qid:1317 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:1317 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:1318 '1:2', '2:0', '3:0', '4:0', '5:0', '6:0'
1 qid:1318 '1:2', '2:1', '3:1', '4:1', '5:0', '6:0'
1 qid:1319 '1:2', '2:1', '3:1', '4:1', '5:0', '6:0'
0 qid:1319 '1:2', '2:0', '3:0', '4:0', '5:0', '6:0'
0 qid:1320 '1:4', '2:4', '3:0', '4:0', '5:0', '6:0'
0 qid:1320 '1:4', '2:4', '3:0', '4:0', '5:0', '6:1'
0 qid:1320 '1:4', '2:4', '3:0', '4:0', '5:0', '6:0'
0 qid:1320 '1:4', '2:4', '3:0', '4:0', '5:0', '6:1'
0 qid:1320 '1:4', '2:4', '3:0', '4:0', '5:0', '6:0'
0 qid:1320 '1:4', '2:4', '3:0', '4:0', '5:0', '6:0'
0 qid:1320 '1:4', '2:3', '3:0', '4:0', '5:0', '6:0'
0 qid:1320 '1:4', '2:4', '3:0', '4:0', '5:0', '6:0'
0 qid:1320 '1:4', '2:4', '3:0', '4:0', '5:0', '6:1'
0 qid:1321 '1:2', '2:0', '3:0', '4:0', '5:0', '6:0'
1 qid:1322 '1:2', '2:1', '3:1', '4:1', '5:0', '6:0'
0 qid:1322 '1:2', '2:0', '3:0', '4:0', '5:0', '6:1'
0 qid:1322 '1:2', '2:0', '3:0', '4:0', '5:0', '6:0'
0 qid:1323 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:1323 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:1323 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:1323 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:1323 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:1323 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:1323 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:1323 '1:1', '2:2', '3:0', '4:0', '5:0', '6:1'
0 qid:1323 '1:1', '2:2', '3:0', '4:0', '5:0', '6:1'
0 qid:1323 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:1323 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:1323 '1:1', '2:2', '3:0', '4:0', '5:0', '6:1'
0 qid:1323 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:1323 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:1323 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:1323 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
1 qid:1323 '1:1', '2:2', '3:0', '4:0', '5:1', '6:1'
0 qid:1323 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:1323 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:1323 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:1323 '1:1', '2:-1', '3:0', '4:0', '5:0', '6:0'
0 qid:1323 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:1323 '1:1', '2:4', '3:1', '4:1', '5:0', '6:1'
0 qid:1323 '1:1', '2:2', '3:0', '4:0', '5:0', '6:1'
0 qid:1323 '1:1', '2:1', '3:0', '4:0', '5:0', '6:0'
0 qid:1323 '1:1', '2:2', '3:0', '4:0', '5:0', '6:1'
0 qid:1323 '1:1', '2:4', '3:1', '4:1', '5:0', '6:1'
0 qid:1323 '1:1', '2:2', '3:0', '4:0', '5:0', '6:1'
0 qid:1324 '1:2', '2:0', '3:0', '4:0', '5:0', '6:0'
0 qid:1324 '1:2', '2:0', '3:0', '4:0', '5:0', '6:0'
0 qid:1324 '1:2', '2:0', '3:0', '4:0', '5:0', '6:0'
0 qid:1324 '1:2', '2:0', '3:0', '4:0', '5:0', '6:0'
0 qid:1324 '1:2', '2:0', '3:0', '4:0', '5:0', '6:0'
0 qid:1324 '1:2', '2:0', '3:0', '4:0', '5:0', '6:0'
